,PERMNO
15243,79053
15244,79054
15245,79057
15246,79058
15247,79059
15248,79061
15249,79064
15250,79065
15251,79066
15252,79068
15253,79069
15254,79070
15255,79071
15256,79072
15257,79073
15258,79074
15259,79075
15260,79076
15261,79077
15262,79078
15263,79079
15264,79080
15265,79081
15266,79082
15267,79083
15268,79084
15269,79085
15270,79086
15271,79087
15272,79088
15273,79089
15274,79091
15275,79092
15276,79093
15277,79094
15278,79095
15279,79096
15280,79097
15281,79099
15282,79100
15283,79101
15284,79102
15285,79103
15286,79104
15287,79105
15288,79107
15289,79108
15290,79109
15291,79110
15292,79111
15293,79112
15294,79113
15295,79114
15296,79115
15297,79116
15298,79117
15299,79118
15300,79119
15301,79120
15302,79121
15303,79122
15304,79123
15305,79124
15306,79127
15307,79129
15308,79130
15309,79131
15310,79132
15311,79133
15312,79134
15313,79135
15314,79136
15315,79137
15316,79138
15317,79139
15318,79140
15319,79141
15320,79142
15321,79143
15322,79144
15323,79145
15324,79146
15325,79147
15326,79148
15327,79149
15328,79150
15329,79151
15330,79152
15331,79153
15332,79154
15333,79155
15334,79156
15335,79157
15336,79158
15337,79159
15338,79160
15339,79161
15340,79162
15341,79163
15342,79164
15343,79165
15344,79166
15345,79167
15346,79168
15347,79169
15348,79170
15349,79171
15350,79172
15351,79173
15352,79174
15353,79175
15354,79176
15355,79177
15356,79179
15357,79180
15358,79181
15359,79182
15360,79183
15361,79184
15362,79185
15363,79186
15364,79187
15365,79188
15366,79189
15367,79190
15368,79191
15369,79192
15370,79193
15371,79194
15372,79195
15373,79196
15374,79197
15375,79198
15376,79199
15377,79200
15378,79201
15379,79204
15380,79205
15381,79206
15382,79207
15383,79208
15384,79209
15385,79210
15386,79211
15387,79212
15388,79213
15389,79214
15390,79215
15391,79216
15392,79217
15393,79218
15394,79219
15395,79220
15396,79221
15397,79222
15398,79223
15399,79224
15400,79225
15401,79226
15402,79227
15403,79228
15404,79229
15405,79230
15406,79231
15407,79232
15408,79233
15409,79234
15410,79235
15411,79236
15412,79237
15413,79238
15414,79239
15415,79240
15416,79241
15417,79242
15418,79243
15419,79244
15420,79245
15421,79246
15422,79247
15423,79248
15424,79249
15425,79250
15426,79251
15427,79252
15428,79253
15429,79254
15430,79255
15431,79256
15432,79257
15433,79258
15434,79259
15435,79260
15436,79261
15437,79262
15438,79263
15439,79264
15440,79265
15441,79266
15442,79267
15443,79268
15444,79269
15445,79270
15446,79271
15447,79272
15448,79273
15449,79274
15450,79275
15451,79276
15452,79277
15453,79278
15454,79279
15455,79280
15456,79281
15457,79282
15458,79283
15459,79284
15460,79285
15461,79286
15462,79287
15463,79288
15464,79289
15465,79290
15466,79291
15467,79292
15468,79293
15469,79294
15470,79295
15471,79296
15472,79297
15473,79298
15474,79299
15475,79300
15476,79301
15477,79302
15478,79303
15479,79304
15480,79305
15481,79306
15482,79307
15483,79308
15484,79309
15485,79310
15486,79311
15487,79312
15488,79313
15489,79314
15490,79315
15491,79316
15492,79320
15493,79321
15494,79322
15495,79323
15496,79324
15497,79325
15498,79326
15499,79327
15500,79328
15501,79329
15502,79330
15503,79331
15504,79332
15505,79333
15506,79334
15507,79335
15508,79336
15509,79337
15510,79338
15511,79339
15512,79340
15513,79341
15514,79342
15515,79343
15516,79347
15517,79348
15518,79349
15519,79350
15520,79351
15521,79352
15522,79353
15523,79354
15524,79355
15525,79356
15526,79357
15527,79358
15528,79359
15529,79360
15530,79361
15531,79362
15532,79363
15533,79364
15534,79365
15535,79366
15536,79367
15537,79368
15538,79369
15539,79370
15540,79371
15541,79372
15542,79373
15543,79374
15544,79375
15545,79376
15546,79377
15547,79378
15548,79379
15549,79381
15550,79382
15551,79383
15552,79384
15553,79385
15554,79386
15555,79387
15556,79388
15557,79389
15558,79390
15559,79391
15560,79392
15561,79393
15562,79394
15563,79395
15564,79396
15565,79397
15566,79398
15567,79399
15568,79400
15569,79401
15570,79402
15571,79403
15572,79404
15573,79405
15574,79406
15575,79407
15576,79408
15577,79409
15578,79410
15579,79411
15580,79412
15581,79413
15582,79414
15583,79415
15584,79416
15585,79417
15586,79418
15587,79419
15588,79420
15589,79421
15590,79422
15591,79423
15592,79424
15593,79425
15594,79426
15595,79427
15596,79428
15597,79429
15598,79433
15599,79434
15600,79435
15601,79436
15602,79437
15603,79438
15604,79439
15605,79440
15606,79441
15607,79442
15608,79443
15609,79444
15610,79445
15611,79446
15612,79447
15613,79448
15614,79449
15615,79450
15616,79452
15617,79453
15618,79454
15619,79455
15620,79456
15621,79457
15622,79461
15623,79462
15624,79464
15625,79466
15626,79467
15627,79468
15628,79469
15629,79470
15630,79471
15631,79472
15632,79473
15633,79474
15634,79475
15635,79476
15636,79477
15637,79478
15638,79479
15639,79480
15640,79481
15641,79482
15642,79483
15643,79484
15644,79486
15645,79488
15646,79489
15647,79490
15648,79491
15649,79492
15650,79494
15651,79495
15652,79496
15653,79497
15654,79498
15655,79499
15656,79500
15657,79501
15658,79502
15659,79503
15660,79504
15661,79505
15662,79507
15663,79508
15664,79509
15665,79510
15666,79511
15667,79512
15668,79513
15669,79515
15670,79516
15671,79517
15672,79518
15673,79519
15674,79520
15675,79521
15676,79522
15677,79523
15678,79524
15679,79525
15680,79526
15681,79527
15682,79528
15683,79529
15684,79530
15685,79531
15686,79532
15687,79533
15688,79534
15689,79535
15690,79536
15691,79538
15692,79539
15693,79540
15694,79541
15695,79542
15696,79543
15697,79544
15698,79545
15699,79546
15700,79547
15701,79548
15702,79549
15703,79550
15704,79551
15705,79552
15706,79553
15707,79554
15708,79555
15709,79556
15710,79558
15711,79559
15712,79560
15713,79561
15714,79562
15715,79563
15716,79564
15717,79566
15718,79567
15719,79568
15720,79569
15721,79570
15722,79571
15723,79572
15724,79573
15725,79574
15726,79575
15727,79576
15728,79577
15729,79578
15730,79579
15731,79580
15732,79581
15733,79582
15734,79583
15735,79584
15736,79585
15737,79586
15738,79587
15739,79588
15740,79589
15741,79590
15742,79591
15743,79592
15744,79593
15745,79594
15746,79595
15747,79596
15748,79597
15749,79598
15750,79599
15751,79601
15752,79603
15753,79604
15754,79605
15755,79606
15756,79607
15757,79608
15758,79609
15759,79610
15760,79611
15761,79612
15762,79613
15763,79614
15764,79615
15765,79616
15766,79617
15767,79618
15768,79619
15769,79620
15770,79621
15771,79622
15772,79623
15773,79624
15774,79625
15775,79626
15776,79627
15777,79628
15778,79629
15779,79630
15780,79631
15781,79633
15782,79634
15783,79635
15784,79636
15785,79637
15786,79639
15787,79640
15788,79641
15789,79642
15790,79643
15791,79644
15792,79646
15793,79648
15794,79649
15795,79650
15796,79652
15797,79653
15798,79654
15799,79655
15800,79656
15801,79657
15802,79658
15803,79659
15804,79660
15805,79661
15806,79662
15807,79663
15808,79664
15809,79665
15810,79666
15811,79667
15812,79668
15813,79669
15814,79670
15815,79671
15816,79672
15817,79673
15818,79674
15819,79675
15820,79676
15821,79677
15822,79678
15823,79679
15824,79680
15825,79681
15826,79682
15827,79683
15828,79684
15829,79685
15830,79686
15831,79687
15832,79688
15833,79689
15834,79690
15835,79691
15836,79692
15837,79693
15838,79694
15839,79695
15840,79696
15841,79697
15842,79698
15843,79699
15844,79700
15845,79701
15846,79702
15847,79703
15848,79704
15849,79705
15850,79706
15851,79707
15852,79708
15853,79709
15854,79710
15855,79711
15856,79712
15857,79713
15858,79714
15859,79715
15860,79716
15861,79718
15862,79719
15863,79720
15864,79721
15865,79722
15866,79723
15867,79724
15868,79725
15869,79726
15870,79727
15871,79728
15872,79729
15873,79730
15874,79731
15875,79732
15876,79733
15877,79734
15878,79735
15879,79736
15880,79738
15881,79739
15882,79740
15883,79742
15884,79743
15885,79744
15886,79745
15887,79746
15888,79747
15889,79750
15890,79751
15891,79752
15892,79753
15893,79754
15894,79755
15895,79756
15896,79757
15897,79758
15898,79760
15899,79761
15900,79762
15901,79763
15902,79764
15903,79765
15904,79766
15905,79767
15906,79769
15907,79770
15908,79771
15909,79772
15910,79773
15911,79774
15912,79776
15913,79777
15914,79778
15915,79779
15916,79780
15917,79781
15918,79782
15919,79783
15920,79784
15921,79785
15922,79786
15923,79787
15924,79788
15925,79789
15926,79790
15927,79791
15928,79793
15929,79794
15930,79795
15931,79796
15932,79797
15933,79798
15934,79799
15935,79800
15936,79801
15937,79802
15938,79803
15939,79804
15940,79805
15941,79806
15942,79807
15943,79808
15944,79809
15945,79810
15946,79811
15947,79812
15948,79814
15949,79815
15950,79816
15951,79817
15952,79818
15953,79819
15954,79820
15955,79822
15956,79823
15957,79824
15958,79825
15959,79826
15960,79827
15961,79828
15962,79829
15963,79830
15964,79831
15965,79832
15966,79833
15967,79834
15968,79835
15969,79836
15970,79837
15971,79838
15972,79839
15973,79840
15974,79841
15975,79842
15976,79843
15977,79844
15978,79845
15979,79846
15980,79847
15981,79848
15982,79850
15983,79851
15984,79852
15985,79853
15986,79854
15987,79855
15988,79856
15989,79857
15990,79858
15991,79859
15992,79860
15993,79861
15994,79862
15995,79863
15996,79864
15997,79865
15998,79866
15999,79867
16000,79868
16001,79869
16002,79870
16003,79871
16004,79872
16005,79873
16006,79874
16007,79875
16008,79876
16009,79877
16010,79878
16011,79879
16012,79880
16013,79881
16014,79882
16015,79883
16016,79884
16017,79885
16018,79886
16019,79887
16020,79888
16021,79890
16022,79891
16023,79893
16024,79894
16025,79895
16026,79896
16027,79897
16028,79898
16029,79899
16030,79900
16031,79901
16032,79902
16033,79903
16034,79904
16035,79905
16036,79906
16037,79907
16038,79908
16039,79909
16040,79910
16041,79912
16042,79913
16043,79914
16044,79915
16045,79916
16046,79917
16047,79918
16048,79919
16049,79921
16050,79922
16051,79923
16052,79924
16053,79925
16054,79926
16055,79927
16056,79928
16057,79929
16058,79930
16059,79931
16060,79932
16061,79933
16062,79934
16063,79935
16064,79938
16065,79939
16066,79940
16067,79941
16068,79942
16069,79943
16070,79944
16071,79945
16072,79946
16073,79947
16074,79948
16075,79949
16076,79950
16077,79951
16078,79953
16079,79954
16080,79955
16081,79956
16082,79957
16083,79958
16084,79959
16085,79960
16086,79961
16087,79962
16088,79963
16089,79964
16090,79965
16091,79966
16092,79967
16093,79968
16094,79969
16095,79970
16096,79971
16097,79972
16098,79973
16099,79974
16100,79975
16101,79976
16102,79977
16103,79978
16104,79979
16105,79980
16106,79981
16107,79982
16108,79983
16109,79984
16110,79985
16111,79986
16112,79987
16113,79988
16114,79989
16115,79990
16116,79991
16117,79992
16118,79993
16119,79994
16120,79996
16121,79997
16122,79998
16123,79999
16124,80000
16125,80001
16126,80002
16127,80003
16128,80004
16129,80005
16130,80006
16131,80007
16132,80008
16133,80009
16134,80010
16135,80011
16136,80012
16137,80013
16138,80014
16139,80015
16140,80017
16141,80018
16142,80019
16143,80020
16144,80021
16145,80022
16146,80023
16147,80024
16148,80025
16149,80026
16150,80027
16151,80028
16152,80029
16153,80030
16154,80031
16155,80032
16156,80033
16157,80034
16158,80035
16159,80036
16160,80037
16161,80038
16162,80039
16163,80041
16164,80042
16165,80043
16166,80044
16167,80045
16168,80046
16169,80047
16170,80049
16171,80050
16172,80051
16173,80052
16174,80053
16175,80054
16176,80055
16177,80057
16178,80058
16179,80059
16180,80060
16181,80061
16182,80062
16183,80063
16184,80064
16185,80065
16186,80069
16187,80070
16188,80071
16189,80072
16190,80073
16191,80074
16192,80075
16193,80076
16194,80077
16195,80078
16196,80079
16197,80080
16198,80081
16199,80082
16200,80083
16201,80084
16202,80085
16203,80086
16204,80087
16205,80088
16206,80089
16207,80090
16208,80091
16209,80092
16210,80093
16211,80094
16212,80095
16213,80096
16214,80097
16215,80098
16216,80099
16217,80100
16218,80102
16219,80103
16220,80104
16221,80105
16222,80106
16223,80107
16224,80108
16225,80109
16226,80110
16227,80111
16228,80112
16229,80113
16230,80114
16231,80115
16232,80116
16233,80117
16234,80118
16235,80119
16236,80120
16237,80121
16238,80122
16239,80123
16240,80124
16241,80125
16242,80126
16243,80127
16244,80128
16245,80129
16246,80130
16247,80131
16248,80132
16249,80133
16250,80134
16251,80135
16252,80137
16253,80138
16254,80139
16255,80140
16256,80141
16257,80142
16258,80143
16259,80145
16260,80146
16261,80147
16262,80148
16263,80149
16264,80150
16265,80151
16266,80152
16267,80153
16268,80154
16269,80155
16270,80156
16271,80157
16272,80158
16273,80159
16274,80160
16275,80161
16276,80162
16277,80163
16278,80164
16279,80165
16280,80166
16281,80167
16282,80168
16283,80169
16284,80170
16285,80171
16286,80172
16287,80173
16288,80174
16289,80175
16290,80176
16291,80177
16292,80178
16293,80179
16294,80180
16295,80181
16296,80182
16297,80183
16298,80184
16299,80185
16300,80186
16301,80187
16302,80188
16303,80189
16304,80190
16305,80191
16306,80192
16307,80193
16308,80195
16309,80196
16310,80197
16311,80198
16312,80199
16313,80200
16314,80201
16315,80202
16316,80203
16317,80204
16318,80205
16319,80206
16320,80207
16321,80208
16322,80209
16323,80210
16324,80211
16325,80212
16326,80213
16327,80214
16328,80215
16329,80216
16330,80217
16331,80220
16332,80221
16333,80222
16334,80223
16335,80224
16336,80225
16337,80226
16338,80228
16339,80229
16340,80230
16341,80231
16342,80233
16343,80234
16344,80235
16345,80236
16346,80237
16347,80238
16348,80239
16349,80240
16350,80241
16351,80242
16352,80243
16353,80244
16354,80245
16355,80246
16356,80247
16357,80248
16358,80249
16359,80250
16360,80251
16361,80252
16362,80253
16363,80254
16364,80255
16365,80256
16366,80257
16367,80258
16368,80260
16369,80261
16370,80262
16371,80263
16372,80264
16373,80265
16374,80266
16375,80267
16376,80268
16377,80270
16378,80271
16379,80272
16380,80273
16381,80274
16382,80276
16383,80278
16384,80279
16385,80280
16386,80281
16387,80282
16388,80284
16389,80285
16390,80286
16391,80287
16392,80288
16393,80289
16394,80290
16395,80292
16396,80293
16397,80294
16398,80295
16399,80296
16400,80297
16401,80298
16402,80299
16403,80300
16404,80301
16405,80302
16406,80303
16407,80304
16408,80305
16409,80306
16410,80307
16411,80308
16412,80309
16413,80310
16414,80311
16415,80313
16416,80314
16417,80315
16418,80316
16419,80317
16420,80318
16421,80319
16422,80320
16423,80321
16424,80322
16425,80323
16426,80324
16427,80325
16428,80326
16429,80327
16430,80328
16431,80329
16432,80330
16433,80331
16434,80332
16435,80333
16436,80334
16437,80335
16438,80336
16439,80337
16440,80338
16441,80340
16442,80341
16443,80342
16444,80343
16445,80344
16446,80345
16447,80346
16448,80347
16449,80348
16450,80349
16451,80350
16452,80351
16453,80352
16454,80353
16455,80354
16456,80355
16457,80356
16458,80357
16459,80358
16460,80359
16461,80360
16462,80361
16463,80362
16464,80364
16465,80365
16466,80366
16467,80367
16468,80368
16469,80369
16470,80370
16471,80371
16472,80372
16473,80373
16474,80374
16475,80375
16476,80376
16477,80377
16478,80378
16479,80379
16480,80380
16481,80381
16482,80382
16483,80383
16484,80384
16485,80385
16486,80386
16487,80387
16488,80388
16489,80389
16490,80390
16491,80391
16492,80392
16493,80393
16494,80394
16495,80395
16496,80396
16497,80397
16498,80398
16499,80399
16500,80400
16501,80401
16502,80402
16503,80404
16504,80405
16505,80406
16506,80407
16507,80408
16508,80409
16509,80410
16510,80411
16511,80412
16512,80413
16513,80414
16514,80415
16515,80416
16516,80417
16517,80418
16518,80419
16519,80420
16520,80421
16521,80422
16522,80423
16523,80424
16524,80425
16525,80426
16526,80427
16527,80428
16528,80429
16529,80430
16530,80431
16531,80432
16532,80433
16533,80434
16534,80436
16535,80437
16536,80438
16537,80439
16538,80440
16539,80441
16540,80442
16541,80443
16542,80444
16543,80445
16544,80446
16545,80447
16546,80448
16547,80449
16548,80450
16549,80451
16550,80452
16551,80453
16552,80454
16553,80455
16554,80456
16555,80457
16556,80458
16557,80459
16558,80460
16559,80461
16560,80462
16561,80463
16562,80464
16563,80465
16564,80466
16565,80467
16566,80468
16567,80469
16568,80470
16569,80471
16570,80472
16571,80473
16572,80474
16573,80475
16574,80476
16575,80477
16576,80478
16577,80479
16578,80480
16579,80481
16580,80482
16581,80483
16582,80484
16583,80485
16584,80486
16585,80487
16586,80488
16587,80489
16588,80490
16589,80491
16590,80493
16591,80494
16592,80495
16593,80496
16594,80497
16595,80498
16596,80499
16597,80500
16598,80501
16599,80502
16600,80503
16601,80504
16602,80505
16603,80506
16604,80508
16605,80509
16606,80510
16607,80512
16608,80513
16609,80514
16610,80515
16611,80516
16612,80517
16613,80518
16614,80519
16615,80520
16616,80522
16617,80523
16618,80524
16619,80525
16620,80526
16621,80527
16622,80528
16623,80529
16624,80530
16625,80531
16626,80532
16627,80534
16628,80535
16629,80536
16630,80537
16631,80538
16632,80539
16633,80540
16634,80541
16635,80542
16636,80543
16637,80544
16638,80545
16639,80546
16640,80547
16641,80548
16642,80549
16643,80551
16644,80552
16645,80553
16646,80554
16647,80555
16648,80556
16649,80557
16650,80558
16651,80559
16652,80560
16653,80561
16654,80562
16655,80563
16656,80564
16657,80565
16658,80566
16659,80567
16660,80568
