,PERMNO
12911,76125
12912,76126
12913,76127
12914,76128
12915,76129
12916,76131
12917,76132
12918,76133
12919,76134
12920,76135
12921,76136
12922,76137
12923,76138
12924,76139
12925,76140
12926,76141
12927,76142
12928,76143
12929,76144
12930,76145
12931,76146
12932,76147
12933,76148
12934,76149
12935,76150
12936,76152
12937,76153
12938,76156
12939,76157
12940,76158
12941,76159
12942,76162
12943,76164
12944,76165
12945,76166
12946,76167
12947,76168
12948,76169
12949,76170
12950,76171
12951,76172
12952,76173
12953,76174
12954,76175
12955,76176
12956,76177
12957,76178
12958,76179
12959,76181
12960,76182
12961,76183
12962,76184
12963,76185
12964,76186
12965,76188
12966,76189
12967,76190
12968,76191
12969,76192
12970,76193
12971,76194
12972,76195
12973,76196
12974,76197
12975,76198
12976,76199
12977,76200
12978,76201
12979,76202
12980,76205
12981,76206
12982,76207
12983,76208
12984,76209
12985,76210
12986,76212
12987,76213
12988,76214
12989,76215
12990,76216
12991,76217
12992,76218
12993,76219
12994,76220
12995,76221
12996,76222
12997,76223
12998,76224
12999,76226
13000,76227
13001,76228
13002,76229
13003,76230
13004,76231
13005,76232
13006,76234
13007,76235
13008,76236
13009,76237
13010,76238
13011,76239
13012,76240
13013,76241
13014,76242
13015,76243
13016,76244
13017,76245
13018,76246
13019,76247
13020,76248
13021,76249
13022,76250
13023,76251
13024,76252
13025,76253
13026,76254
13027,76255
13028,76256
13029,76257
13030,76258
13031,76259
13032,76260
13033,76261
13034,76262
13035,76263
13036,76264
13037,76265
13038,76266
13039,76267
13040,76268
13041,76269
13042,76270
13043,76271
13044,76272
13045,76273
13046,76274
13047,76275
13048,76276
13049,76277
13050,76278
13051,76279
13052,76280
13053,76281
13054,76282
13055,76283
13056,76285
13057,76286
13058,76289
13059,76290
13060,76291
13061,76293
13062,76294
13063,76295
13064,76296
13065,76297
13066,76298
13067,76299
13068,76300
13069,76301
13070,76302
13071,76303
13072,76304
13073,76305
13074,76306
13075,76307
13076,76308
13077,76309
13078,76310
13079,76311
13080,76312
13081,76314
13082,76315
13083,76316
13084,76317
13085,76318
13086,76321
13087,76322
13088,76323
13089,76325
13090,76326
13091,76327
13092,76328
13093,76329
13094,76330
13095,76331
13096,76332
13097,76333
13098,76335
13099,76336
13100,76337
13101,76338
13102,76339
13103,76340
13104,76341
13105,76342
13106,76343
13107,76344
13108,76345
13109,76346
13110,76347
13111,76349
13112,76351
13113,76353
13114,76354
13115,76355
13116,76356
13117,76357
13118,76358
13119,76359
13120,76360
13121,76361
13122,76362
13123,76363
13124,76365
13125,76366
13126,76367
13127,76368
13128,76369
13129,76370
13130,76371
13131,76372
13132,76373
13133,76374
13134,76375
13135,76376
13136,76377
13137,76378
13138,76379
13139,76380
13140,76382
13141,76383
13142,76384
13143,76385
13144,76386
13145,76387
13146,76389
13147,76390
13148,76391
13149,76392
13150,76393
13151,76394
13152,76395
13153,76396
13154,76397
13155,76398
13156,76399
13157,76400
13158,76402
13159,76403
13160,76404
13161,76405
13162,76406
13163,76407
13164,76408
13165,76409
13166,76410
13167,76412
13168,76413
13169,76415
13170,76416
13171,76417
13172,76418
13173,76419
13174,76420
13175,76421
13176,76422
13177,76423
13178,76424
13179,76425
13180,76426
13181,76427
13182,76428
13183,76429
13184,76430
13185,76431
13186,76432
13187,76433
13188,76434
13189,76435
13190,76436
13191,76437
13192,76438
13193,76439
13194,76440
13195,76441
13196,76442
13197,76443
13198,76445
13199,76446
13200,76447
13201,76448
13202,76450
13203,76452
13204,76453
13205,76454
13206,76455
13207,76456
13208,76457
13209,76458
13210,76459
13211,76460
13212,76461
13213,76462
13214,76463
13215,76465
13216,76471
13217,76472
13218,76473
13219,76474
13220,76475
13221,76476
13222,76477
13223,76478
13224,76479
13225,76480
13226,76481
13227,76482
13228,76483
13229,76484
13230,76485
13231,76486
13232,76487
13233,76488
13234,76489
13235,76490
13236,76491
13237,76492
13238,76493
13239,76494
13240,76495
13241,76496
13242,76497
13243,76498
13244,76499
13245,76500
13246,76501
13247,76502
13248,76503
13249,76504
13250,76505
13251,76506
13252,76507
13253,76508
13254,76509
13255,76510
13256,76511
13257,76512
13258,76513
13259,76514
13260,76515
13261,76516
13262,76518
13263,76519
13264,76520
13265,76522
13266,76523
13267,76524
13268,76525
13269,76526
13270,76527
13271,76528
13272,76529
13273,76530
13274,76531
13275,76532
13276,76535
13277,76538
13278,76539
13279,76541
13280,76542
13281,76543
13282,76544
13283,76545
13284,76546
13285,76547
13286,76548
13287,76549
13288,76550
13289,76551
13290,76552
13291,76553
13292,76554
13293,76555
13294,76556
13295,76557
13296,76558
13297,76560
13298,76561
13299,76563
13300,76564
13301,76565
13302,76566
13303,76567
13304,76568
13305,76569
13306,76570
13307,76571
13308,76572
13309,76573
13310,76574
13311,76576
13312,76577
13313,76578
13314,76579
13315,76580
13316,76581
13317,76582
13318,76583
13319,76584
13320,76585
13321,76586
13322,76587
13323,76588
13324,76589
13325,76591
13326,76592
13327,76593
13328,76594
13329,76595
13330,76596
13331,76597
13332,76598
13333,76599
13334,76600
13335,76601
13336,76602
13337,76603
13338,76605
13339,76606
13340,76607
13341,76608
13342,76609
13343,76610
13344,76611
13345,76612
13346,76613
13347,76614
13348,76615
13349,76616
13350,76617
13351,76618
13352,76619
13353,76620
13354,76621
13355,76622
13356,76623
13357,76624
13358,76625
13359,76626
13360,76627
13361,76628
13362,76629
13363,76630
13364,76632
13365,76633
13366,76634
13367,76635
13368,76636
13369,76637
13370,76638
13371,76639
13372,76640
13373,76641
13374,76642
13375,76644
13376,76645
13377,76646
13378,76647
13379,76649
13380,76651
13381,76652
13382,76653
13383,76654
13384,76655
13385,76656
13386,76657
13387,76658
13388,76659
13389,76660
13390,76661
13391,76662
13392,76663
13393,76664
13394,76665
13395,76666
13396,76667
13397,76668
13398,76669
13399,76670
13400,76671
13401,76672
13402,76673
13403,76674
13404,76675
13405,76676
13406,76677
13407,76678
13408,76679
13409,76680
13410,76681
13411,76683
13412,76684
13413,76685
13414,76686
13415,76687
13416,76688
13417,76689
13418,76691
13419,76692
13420,76693
13421,76694
13422,76695
13423,76696
13424,76697
13425,76698
13426,76699
13427,76700
13428,76701
13429,76702
13430,76703
13431,76704
13432,76705
13433,76706
13434,76707
13435,76708
13436,76709
13437,76710
13438,76711
13439,76712
13440,76713
13441,76714
13442,76715
13443,76716
13444,76717
13445,76718
13446,76720
13447,76721
13448,76722
13449,76723
13450,76724
13451,76725
13452,76728
13453,76729
13454,76730
13455,76731
13456,76732
13457,76733
13458,76734
13459,76736
13460,76737
13461,76738
13462,76739
13463,76740
13464,76741
13465,76742
13466,76743
13467,76744
13468,76745
13469,76746
13470,76747
13471,76748
13472,76749
13473,76750
13474,76751
13475,76752
13476,76753
13477,76754
13478,76755
13479,76756
13480,76757
13481,76758
13482,76759
13483,76760
13484,76761
13485,76762
13486,76763
13487,76764
13488,76765
13489,76766
13490,76767
13491,76768
13492,76769
13493,76771
13494,76772
13495,76773
13496,76774
13497,76775
13498,76776
13499,76777
13500,76779
13501,76780
13502,76781
13503,76782
13504,76783
13505,76784
13506,76785
13507,76787
13508,76788
13509,76789
13510,76790
13511,76791
13512,76792
13513,76793
13514,76795
13515,76796
13516,76797
13517,76798
13518,76799
13519,76801
13520,76802
13521,76803
13522,76804
13523,76805
13524,76806
13525,76807
13526,76808
13527,76809
13528,76815
13529,76816
13530,76818
13531,76819
13532,76820
13533,76821
13534,76822
13535,76823
13536,76824
13537,76825
13538,76826
13539,76827
13540,76828
13541,76829
13542,76830
13543,76832
13544,76833
13545,76834
13546,76835
13547,76836
13548,76837
13549,76838
13550,76839
13551,76840
13552,76841
13553,76842
13554,76843
13555,76844
13556,76845
13557,76846
13558,76847
13559,76848
13560,76849
13561,76850
13562,76851
13563,76852
13564,76854
13565,76855
13566,76856
13567,76857
13568,76858
13569,76859
13570,76860
13571,76861
13572,76862
13573,76863
13574,76864
13575,76865
13576,76867
13577,76868
13578,76869
13579,76870
13580,76871
13581,76872
13582,76873
13583,76875
13584,76876
13585,76877
13586,76878
13587,76879
13588,76880
13589,76881
13590,76882
13591,76883
13592,76884
13593,76885
13594,76886
13595,76887
13596,76888
13597,76889
13598,76890
13599,76891
13600,76892
13601,76893
13602,76894
13603,76895
13604,76896
13605,76897
13606,76898
13607,76899
13608,76900
13609,76901
13610,76902
13611,76903
13612,76904
13613,76905
13614,76906
13615,76907
13616,76908
13617,76909
13618,76910
13619,76911
13620,76912
13621,76913
13622,76914
13623,76915
13624,76916
13625,76917
13626,76919
13627,76920
13628,76921
13629,76922
13630,76923
13631,76924
13632,76925
13633,76926
13634,76927
13635,76928
13636,76930
13637,76931
13638,76932
13639,76933
13640,76934
13641,76935
13642,76936
13643,76937
13644,76938
13645,76939
13646,76940
13647,76941
13648,76942
13649,76943
13650,76944
13651,76945
13652,76946
13653,76947
13654,76948
13655,76949
13656,76950
13657,76951
13658,76952
13659,76953
13660,76954
13661,76955
13662,76957
13663,76958
13664,76959
13665,76960
13666,76961
13667,76962
13668,76963
13669,76964
13670,76966
13671,76967
13672,76968
13673,76969
13674,76970
13675,76971
13676,76972
13677,76973
13678,76974
13679,76975
13680,76976
13681,76977
13682,76978
13683,76979
13684,76980
13685,76981
13686,76982
13687,76983
13688,76984
13689,76985
13690,76986
13691,76987
13692,76988
13693,76990
13694,76991
13695,76992
13696,76993
13697,76994
13698,76995
13699,76996
13700,76998
13701,76999
13702,77000
13703,77001
13704,77002
13705,77003
13706,77004
13707,77005
13708,77006
13709,77007
13710,77008
13711,77010
13712,77011
13713,77012
13714,77013
13715,77015
13716,77016
13717,77017
13718,77018
13719,77019
13720,77020
13721,77021
13722,77022
13723,77023
13724,77024
13725,77025
13726,77026
13727,77027
13728,77028
13729,77029
13730,77030
13731,77032
13732,77034
13733,77035
13734,77036
13735,77037
13736,77038
13737,77039
13738,77040
13739,77041
13740,77042
13741,77043
13742,77044
13743,77045
13744,77046
13745,77047
13746,77048
13747,77049
13748,77052
13749,77053
13750,77055
13751,77056
13752,77057
13753,77058
13754,77059
13755,77061
13756,77062
13757,77063
13758,77064
13759,77065
13760,77066
13761,77069
13762,77070
13763,77071
13764,77072
13765,77073
13766,77074
13767,77075
13768,77077
13769,77078
13770,77079
13771,77080
13772,77081
13773,77082
13774,77083
13775,77084
13776,77085
13777,77086
13778,77087
13779,77088
13780,77089
13781,77090
13782,77091
13783,77092
13784,77094
13785,77095
13786,77096
13787,77097
13788,77098
13789,77099
13790,77100
13791,77101
13792,77102
13793,77103
13794,77104
13795,77106
13796,77107
13797,77108
13798,77109
13799,77110
13800,77111
13801,77112
13802,77113
13803,77114
13804,77116
13805,77117
13806,77118
13807,77119
13808,77120
13809,77121
13810,77122
13811,77123
13812,77124
13813,77125
13814,77126
13815,77128
13816,77129
13817,77131
13818,77132
13819,77133
13820,77134
13821,77135
13822,77136
13823,77142
13824,77143
13825,77144
13826,77145
13827,77146
13828,77147
13829,77149
13830,77150
13831,77151
13832,77152
13833,77153
13834,77154
13835,77155
13836,77157
13837,77158
13838,77159
13839,77161
13840,77162
13841,77163
13842,77164
13843,77165
13844,77166
13845,77167
13846,77168
13847,77169
13848,77170
13849,77171
13850,77173
13851,77174
13852,77175
13853,77176
13854,77177
13855,77178
13856,77179
13857,77180
13858,77181
13859,77182
13860,77183
13861,77184
13862,77185
13863,77186
13864,77187
13865,77188
13866,77189
13867,77190
13868,77191
13869,77192
13870,77193
13871,77194
13872,77195
13873,77196
13874,77197
13875,77198
13876,77199
13877,77200
13878,77202
13879,77203
13880,77204
13881,77205
13882,77206
13883,77207
13884,77208
13885,77209
13886,77210
13887,77211
13888,77212
13889,77213
13890,77214
13891,77215
13892,77216
13893,77217
13894,77218
13895,77219
13896,77221
13897,77222
13898,77223
13899,77224
13900,77226
13901,77227
13902,77228
13903,77229
13904,77230
13905,77231
13906,77233
13907,77234
13908,77235
13909,77236
13910,77237
13911,77238
13912,77239
13913,77240
13914,77241
13915,77242
13916,77245
13917,77246
13918,77247
13919,77248
13920,77249
13921,77250
13922,77252
13923,77253
13924,77254
13925,77255
13926,77256
13927,77257
13928,77258
13929,77259
13930,77260
13931,77261
13932,77262
13933,77263
13934,77264
13935,77265
13936,77266
13937,77267
13938,77268
13939,77269
13940,77270
13941,77271
13942,77272
13943,77273
13944,77274
13945,77275
13946,77276
13947,77277
13948,77278
13949,77279
13950,77280
13951,77281
13952,77282
13953,77283
13954,77284
13955,77285
13956,77286
13957,77287
13958,77288
13959,77289
13960,77291
13961,77292
13962,77293
13963,77294
13964,77295
13965,77296
13966,77297
13967,77298
13968,77300
13969,77301
13970,77302
13971,77303
13972,77304
13973,77306
13974,77307
13975,77309
13976,77310
13977,77311
13978,77312
13979,77313
13980,77314
13981,77315
13982,77316
13983,77317
13984,77318
13985,77319
13986,77320
13987,77321
13988,77322
13989,77323
13990,77324
13991,77325
13992,77326
13993,77327
13994,77328
13995,77329
13996,77330
13997,77331
13998,77332
13999,77333
14000,77334
14001,77335
14002,77336
14003,77337
14004,77338
14005,77339
14006,77340
14007,77341
14008,77343
14009,77344
14010,77345
14011,77346
14012,77347
14013,77348
14014,77349
14015,77350
14016,77351
14017,77352
14018,77353
14019,77354
14020,77355
14021,77356
14022,77357
14023,77358
14024,77360
14025,77361
14026,77362
14027,77363
14028,77364
14029,77366
14030,77367
14031,77368
14032,77369
14033,77370
14034,77371
14035,77372
14036,77373
14037,77375
14038,77376
14039,77377
14040,77378
14041,77379
14042,77380
14043,77382
14044,77383
14045,77384
14046,77385
14047,77386
14048,77387
14049,77388
14050,77389
14051,77390
14052,77392
14053,77393
14054,77395
14055,77396
14056,77397
14057,77398
14058,77400
14059,77401
14060,77402
14061,77403
14062,77405
14063,77406
14064,77407
14065,77409
14066,77410
14067,77411
14068,77413
14069,77414
14070,77415
14071,77416
14072,77417
14073,77418
14074,77419
14075,77420
14076,77421
14077,77422
14078,77423
14079,77424
14080,77425
14081,77426
14082,77427
14083,77428
14084,77429
14085,77430
14086,77431
14087,77433
14088,77434
14089,77435
14090,77437
14091,77438
14092,77439
14093,77440
14094,77441
14095,77442
14096,77443
14097,77444
14098,77445
14099,77446
14100,77447
14101,77448
14102,77449
14103,77450
14104,77451
14105,77452
14106,77453
14107,77454
14108,77456
14109,77457
14110,77458
14111,77459
14112,77460
14113,77461
14114,77462
14115,77463
14116,77464
14117,77465
14118,77466
14119,77467
14120,77468
14121,77469
14122,77470
14123,77471
14124,77472
14125,77473
14126,77474
14127,77475
14128,77476
14129,77477
14130,77478
14131,77480
14132,77481
14133,77482
14134,77483
14135,77485
14136,77486
14137,77487
14138,77488
14139,77489
14140,77490
14141,77491
14142,77492
14143,77493
14144,77494
14145,77495
14146,77496
14147,77497
14148,77499
14149,77500
14150,77501
14151,77502
14152,77503
14153,77504
14154,77505
14155,77506
14156,77507
14157,77508
14158,77509
14159,77510
14160,77511
14161,77512
14162,77513
14163,77514
14164,77515
14165,77516
14166,77517
14167,77518
14168,77519
14169,77520
14170,77521
14171,77522
14172,77523
14173,77524
14174,77525
14175,77526
14176,77527
14177,77528
14178,77529
14179,77530
14180,77531
14181,77532
14182,77534
14183,77536
14184,77537
14185,77538
14186,77539
14187,77540
14188,77541
14189,77542
14190,77543
14191,77544
14192,77545
14193,77546
14194,77547
14195,77548
14196,77549
14197,77550
14198,77551
14199,77552
14200,77553
14201,77554
14202,77555
14203,77560
14204,77561
14205,77562
14206,77563
14207,77564
14208,77568
14209,77569
14210,77570
14211,77571
14212,77572
14213,77573
14214,77574
14215,77575
14216,77576
14217,77577
14218,77578
14219,77579
14220,77580
14221,77581
14222,77582
14223,77583
14224,77584
14225,77585
14226,77587
14227,77588
14228,77589
14229,77590
14230,77591
14231,77592
14232,77593
14233,77595
14234,77596
14235,77597
14236,77599
14237,77600
14238,77601
14239,77602
14240,77603
14241,77604
14242,77605
14243,77606
14244,77607
14245,77608
14246,77609
14247,77610
14248,77611
14249,77612
14250,77613
14251,77614
14252,77615
14253,77616
14254,77617
14255,77618
14256,77619
14257,77620
14258,77621
14259,77622
14260,77624
14261,77625
14262,77626
14263,77627
14264,77628
14265,77629
14266,77630
14267,77631
14268,77632
14269,77633
14270,77634
14271,77635
14272,77636
14273,77637
14274,77638
14275,77639
14276,77641
14277,77642
14278,77643
14279,77644
14280,77646
14281,77648
14282,77649
14283,77650
14284,77651
14285,77652
14286,77653
14287,77654
14288,77655
14289,77656
14290,77657
14291,77658
14292,77659
14293,77660
14294,77661
14295,77662
14296,77663
14297,77664
14298,77665
14299,77666
14300,77667
14301,77668
14302,77669
14303,77670
14304,77671
14305,77672
14306,77673
14307,77675
14308,77676
14309,77677
14310,77678
14311,77679
14312,77681
14313,77682
14314,77683
14315,77684
14316,77685
14317,77686
14318,77687
14319,77688
14320,77689
14321,77690
14322,77691
14323,77692
14324,77693
14325,77694
14326,77695
14327,77696
14328,77697
14329,77698
14330,77699
14331,77700
14332,77701
14333,77702
14334,77703
14335,77704
14336,77705
14337,77706
14338,77708
14339,77710
14340,77712
14341,77713
14342,77714
14343,77719
14344,77722
14345,77723
14346,77725
14347,77729
14348,77730
14349,77733
14350,77735
14351,77739
14352,77740
14353,77741
14354,77753
14355,77755
14356,77756
14357,77757
14358,77758
14359,77759
14360,77760
14361,77761
14362,77762
14363,77763
14364,77764
14365,77765
14366,77766
14367,77767
14368,77768
14369,77769
14370,77770
14371,77771
14372,77772
14373,77773
14374,77774
14375,77775
14376,77776
14377,77777
14378,77778
14379,77779
14380,77780
14381,77781
14382,77782
14383,77783
14384,77784
14385,77785
14386,77786
14387,77787
14388,77789
14389,77790
14390,77791
14391,77792
14392,77793
14393,77794
14394,77795
14395,77796
14396,77798
14397,77799
14398,77801
14399,77802
14400,77803
14401,77804
14402,77805
14403,77806
14404,77807
14405,77808
14406,77809
14407,77811
14408,77812
14409,77813
14410,77814
14411,77815
14412,77816
14413,77817
14414,77818
14415,77819
14416,77820
14417,77821
14418,77822
14419,77823
14420,77824
14421,77826
14422,77827
14423,77828
14424,77829
14425,77830
14426,77831
14427,77832
14428,77833
14429,77834
14430,77835
14431,77836
14432,77837
14433,77838
14434,77839
14435,77840
14436,77841
14437,77842
14438,77843
14439,77844
14440,77845
14441,77846
14442,77847
14443,77848
14444,77849
14445,77850
14446,77851
14447,77852
14448,77853
14449,77854
14450,77855
14451,77856
14452,77857
14453,77858
14454,77859
14455,77860
14456,77861
14457,77862
14458,77863
14459,77864
14460,77865
14461,77866
14462,77867
14463,77868
14464,77869
14465,77870
14466,77871
14467,77872
14468,77873
14469,77874
14470,77875
14471,77876
14472,77878
14473,77879
14474,77880
14475,77881
14476,77882
14477,77883
14478,77884
14479,77885
14480,77886
14481,77887
14482,77888
14483,77889
14484,77890
14485,77891
14486,77892
14487,77893
14488,77895
14489,77896
14490,77897
14491,77898
14492,77899
14493,77900
14494,77901
14495,77902
14496,77903
14497,77904
14498,77905
14499,77907
14500,77908
14501,77909
14502,77910
14503,77911
14504,77912
14505,77913
14506,77914
14507,77915
14508,77916
14509,77917
14510,77918
14511,77919
14512,77920
14513,77921
14514,77923
14515,77924
14516,77925
14517,77926
14518,77927
14519,77928
14520,77929
14521,77930
14522,77931
14523,77932
14524,77933
14525,77957
14526,77962
14527,77964
14528,77967
14529,77968
14530,77969
14531,77970
14532,77971
14533,77972
14534,77973
14535,77974
14536,77975
14537,77976
14538,77977
14539,77978
14540,77979
14541,77980
14542,77982
14543,77983
14544,77984
14545,77985
14546,77986
14547,77987
14548,77988
14549,77989
14550,77990
14551,77991
14552,77992
14553,77993
14554,77995
14555,77997
14556,77998
14557,77999
14558,78000
14559,78001
14560,78002
14561,78003
14562,78004
14563,78005
14564,78006
14565,78007
14566,78008
14567,78009
14568,78010
14569,78011
14570,78012
14571,78013
14572,78014
14573,78015
14574,78016
14575,78017
14576,78018
14577,78019
14578,78021
14579,78022
14580,78023
14581,78024
14582,78025
14583,78026
14584,78027
14585,78029
14586,78030
14587,78031
14588,78032
14589,78033
14590,78034
14591,78035
14592,78036
14593,78037
14594,78038
14595,78039
14596,78040
14597,78041
14598,78042
14599,78043
14600,78044
14601,78045
14602,78048
14603,78049
14604,78050
14605,78051
14606,78053
14607,78054
14608,78055
14609,78056
14610,78057
14611,78058
14612,78059
14613,78060
14614,78061
14615,78062
14616,78063
14617,78064
14618,78065
14619,78066
14620,78067
14621,78068
14622,78069
14623,78070
14624,78071
14625,78072
14626,78073
14627,78074
14628,78075
14629,78077
14630,78078
14631,78079
14632,78080
14633,78081
14634,78082
14635,78083
14636,78084
14637,78085
14638,78086
14639,78087
14640,78088
14641,78089
14642,78090
14643,78091
14644,78093
14645,78094
14646,78095
14647,78096
14648,78097
14649,78098
14650,78099
14651,78100
14652,78101
14653,78102
14654,78103
14655,78104
14656,78105
14657,78106
14658,78107
14659,78109
14660,78110
14661,78111
14662,78112
14663,78113
14664,78114
14665,78116
14666,78117
14667,78119
14668,78120
14669,78121
14670,78122
14671,78123
14672,78131
14673,78132
14674,78133
14675,78134
14676,78135
14677,78136
14678,78137
14679,78139
14680,78140
14681,78145
14682,78146
14683,78147
14684,78148
14685,78150
14686,78151
14687,78152
14688,78154
14689,78155
14690,78156
14691,78157
14692,78158
14693,78159
14694,78161
14695,78163
14696,78164
14697,78165
14698,78166
14699,78168
14700,78170
14701,78171
14702,78172
14703,78175
14704,78176
14705,78177
14706,78179
14707,78180
14708,78184
14709,78186
14710,78187
14711,78188
14712,78189
14713,78192
14714,78193
14715,78194
14716,78195
14717,78197
14718,78198
14719,78200
14720,78201
14721,78203
14722,78207
14723,78208
14724,78209
14725,78210
14726,78211
14727,78212
14728,78213
14729,78214
14730,78215
14731,78216
14732,78217
14733,78219
14734,78220
14735,78221
14736,78222
14737,78223
14738,78231
14739,78233
14740,78234
14741,78236
14742,78242
14743,78243
14744,78248
14745,78249
14746,78250
14747,78254
14748,78255
14749,78256
14750,78257
14751,78263
14752,78268
14753,78270
14754,78271
14755,78272
14756,78274
14757,78277
14758,78280
14759,78283
14760,78289
14761,78295
14762,78297
14763,78298
14764,78299
14765,78300
14766,78301
14767,78302
14768,78303
14769,78305
14770,78307
14771,78308
14772,78316
14773,78318
14774,78322
14775,78327
14776,78330
14777,78332
14778,78334
14779,78336
14780,78337
14781,78343
14782,78344
14783,78345
14784,78349
14785,78350
14786,78356
14787,78361
14788,78362
14789,78363
14790,78364
14791,78365
14792,78375
14793,78377
14794,78379
14795,78383
14796,78384
14797,78386
14798,78387
14799,78388
14800,78389
14801,78391
14802,78394
14803,78395
14804,78404
14805,78405
14806,78406
14807,78410
14808,78411
14809,78413
14810,78414
14811,78418
14812,78425
14813,78426
14814,78428
14815,78432
14816,78436
14817,78441
14818,78443
14819,78447
14820,78448
14821,78451
14822,78452
14823,78454
14824,78456
14825,78462
14826,78464
14827,78465
14828,78466
14829,78467
14830,78468
14831,78472
14832,78473
14833,78477
14834,78478
14835,78480
14836,78481
14837,78490
14838,78492
14839,78494
14840,78495
14841,78503
14842,78505
14843,78506
14844,78507
14845,78508
14846,78510
14847,78513
14848,78514
14849,78518
14850,78521
14851,78523
14852,78526
14853,78527
14854,78530
14855,78532
14856,78533
14857,78535
14858,78536
14859,78537
14860,78539
14861,78544
14862,78545
14863,78550
14864,78552
14865,78554
14866,78558
14867,78560
14868,78561
14869,78565
14870,78567
14871,78568
14872,78569
14873,78571
14874,78573
14875,78576
14876,78578
14877,78580
14878,78582
14879,78583
14880,78584
14881,78586
14882,78589
14883,78592
14884,78594
14885,78595
14886,78596
14887,78597
14888,78598
14889,78599
14890,78600
14891,78601
14892,78606
14893,78607
14894,78609
14895,78615
14896,78617
14897,78620
14898,78622
14899,78623
14900,78624
14901,78626
14902,78627
14903,78629
14904,78630
14905,78632
14906,78633
14907,78635
14908,78638
14909,78644
14910,78645
14911,78646
14912,78647
14913,78649
14914,78650
14915,78652
14916,78656
14917,78658
14918,78660
14919,78661
14920,78662
14921,78663
14922,78664
14923,78665
14924,78666
14925,78667
14926,78668
14927,78670
14928,78673
14929,78674
14930,78675
14931,78679
14932,78682
14933,78686
14934,78687
14935,78688
14936,78689
14937,78690
14938,78691
14939,78692
14940,78693
14941,78694
14942,78695
14943,78698
14944,78699
14945,78701
14946,78702
14947,78703
14948,78704
14949,78705
14950,78708
14951,78709
14952,78711
14953,78712
14954,78713
14955,78717
14956,78718
14957,78719
14958,78720
14959,78721
14960,78723
14961,78724
14962,78725
14963,78726
14964,78727
14965,78728
14966,78729
14967,78730
14968,78731
14969,78732
14970,78733
14971,78734
14972,78736
14973,78738
14974,78741
14975,78743
14976,78744
14977,78745
14978,78746
14979,78749
14980,78751
14981,78752
14982,78753
14983,78754
14984,78756
14985,78758
14986,78759
14987,78760
14988,78763
14989,78764
14990,78765
14991,78766
14992,78767
14993,78769
14994,78771
14995,78772
14996,78774
14997,78775
14998,78777
14999,78780
15000,78783
15001,78785
15002,78786
15003,78787
15004,78788
15005,78789
15006,78790
15007,78791
15008,78792
15009,78793
15010,78794
15011,78795
15012,78796
15013,78797
15014,78798
15015,78799
15016,78800
15017,78801
15018,78803
15019,78804
15020,78806
15021,78807
15022,78810
15023,78811
15024,78812
15025,78813
15026,78814
15027,78815
15028,78816
15029,78817
15030,78818
15031,78819
15032,78820
15033,78821
15034,78822
15035,78823
15036,78824
15037,78825
15038,78826
15039,78827
15040,78828
15041,78829
15042,78830
15043,78831
15044,78832
15045,78833
15046,78834
15047,78835
15048,78836
15049,78837
15050,78838
15051,78839
15052,78840
15053,78841
15054,78842
15055,78843
15056,78844
15057,78845
15058,78846
15059,78847
15060,78848
15061,78849
15062,78850
15063,78851
15064,78852
15065,78854
15066,78855
15067,78856
15068,78857
15069,78858
15070,78859
15071,78860
15072,78862
15073,78863
15074,78864
15075,78866
15076,78867
15077,78868
15078,78869
15079,78870
15080,78871
15081,78872
15082,78873
15083,78875
15084,78876
15085,78877
15086,78879
15087,78881
15088,78882
15089,78883
15090,78884
15091,78885
15092,78886
15093,78887
15094,78889
15095,78890
15096,78891
15097,78892
15098,78893
15099,78894
15100,78895
15101,78897
15102,78898
15103,78899
15104,78900
15105,78901
15106,78902
15107,78903
15108,78904
15109,78905
15110,78906
15111,78907
15112,78908
15113,78910
15114,78911
15115,78912
15116,78913
15117,78914
15118,78915
15119,78916
15120,78918
15121,78919
15122,78920
15123,78922
15124,78923
15125,78924
15126,78927
15127,78928
15128,78931
15129,78932
15130,78934
15131,78935
15132,78936
15133,78937
15134,78938
15135,78939
15136,78940
15137,78942
15138,78943
15139,78944
15140,78945
15141,78946
15142,78947
15143,78948
15144,78949
15145,78950
15146,78951
15147,78952
15148,78953
15149,78954
15150,78955
15151,78956
15152,78957
15153,78958
15154,78959
15155,78960
15156,78961
15157,78962
15158,78963
15159,78964
15160,78965
15161,78967
15162,78968
15163,78969
15164,78970
15165,78971
15166,78972
15167,78973
15168,78974
15169,78975
15170,78977
15171,78978
15172,78979
15173,78980
15174,78981
15175,78982
15176,78983
15177,78985
15178,78986
15179,78987
15180,78988
15181,78989
15182,78990
15183,78991
15184,78992
15185,78993
15186,78994
15187,78995
15188,78996
15189,78997
15190,78998
15191,78999
15192,79000
15193,79001
15194,79002
15195,79003
15196,79004
15197,79005
15198,79006
15199,79007
15200,79008
15201,79009
15202,79010
15203,79011
15204,79012
15205,79013
15206,79014
15207,79015
15208,79016
15209,79017
15210,79018
15211,79019
15212,79020
15213,79021
15214,79022
15215,79023
15216,79024
15217,79025
15218,79026
15219,79027
15220,79028
15221,79029
15222,79030
15223,79031
15224,79032
15225,79033
15226,79034
15227,79035
15228,79036
15229,79037
15230,79038
15231,79039
15232,79040
15233,79041
15234,79042
15235,79043
15236,79045
15237,79046
15238,79048
15239,79049
15240,79050
15241,79051
15242,79052
